sex,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,life_main,people_main,occupation_type,career_start,career_end,result,age,num_langs
female,0,1.0,78.0,2007.0,Full-time,0.0,Alumnus (Specialist),False,0,0,work,2016,False,1,37.0,1
female,1,1.0,176.0,2011.0,Part-time,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,39.0,1
female,0,1.0,356.0,2004.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,37.0,1
male,1,1.0,182.0,2014.0,Full-time,1.0,Student (Specialist),False,False,False,university,False,False,1,33.0,1
male,0,1.0,115.0,2008.0,Full-time,4.0,Alumnus (Specialist),False,0,0,university,False,False,0,39.0,1
male,1,1.0,174.0,2013.0,Full-time,0.0,Alumnus (Master's),Українська;Русский;English;Lingua Latina,6,1,university,2013,2017,0,37.0,4
male,1,1.0,4052.0,2010.0,Full-time,4.0,Alumnus (Specialist),Українська;Татарча;Türkçe;English,3,6,university,False,False,0,37.0,4
female,1,1.0,109.0,2009.0,Full-time,0.0,Alumnus (Specialist),False,0,0,work,False,False,1,37.0,1
female,1,1.0,182.0,0.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
male,1,1.0,98.0,0.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,36.0,1
female,0,1.0,222.0,2014.0,Full-time,0.0,Student (Specialist),Українська;English;Deutsch,0,0,university,False,False,1,34.0,3
female,0,1.0,117.0,2005.0,Full-time,4.0,Alumnus (Specialist),False,0,0,university,False,False,1,37.0,1
female,0,1.0,283.0,2011.0,Full-time,0.0,Student (Bachelor's),Українська;English,False,False,university,False,False,1,35.0,2
male,1,1.0,619.0,2009.0,Full-time,1.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,37.0,1
female,1,0.0,393.0,2012.0,Distance Learning,4.0,Alumnus (Specialist),Українська,1,6,university,False,False,1,37.0,1
female,1,1.0,86.0,2006.0,Distance Learning,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,0,1.0,182.0,2001.0,Full-time,0.0,Alumnus (Specialist),Українська,6,5,work,2005,False,0,47.0,1
female,0,1.0,262.0,2002.0,Full-time,0.0,Alumnus (Master's),Українська,0,0,university,False,False,1,37.0,1
female,1,1.0,115.0,2006.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,0,1.0,154.0,2012.0,Full-time,2.0,Student (Specialist),Українська,1,0,university,False,False,0,35.0,1
male,1,1.0,202.0,2009.0,Full-time,0.0,Alumnus (Master's),False,0,0,university,False,False,0,36.0,1
male,1,1.0,153.0,2007.0,Full-time,4.0,Alumnus (Master's),Українська,False,False,university,False,False,0,41.0,1
male,0,1.0,208.0,2009.0,Full-time,1.0,Alumnus (Specialist),Українська,0,0,work,2011,False,1,38.0,1
male,0,1.0,599.0,2008.0,Distance Learning,4.0,Student (Specialist),False,False,False,university,2011,2016,1,44.0,1
female,0,1.0,105.0,2008.0,,0.0,Alumnus (Specialist),False,0,0,university,False,False,1,38.0,1
female,0,1.0,2885.0,2010.0,,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,39.0,1
male,0,1.0,240.0,0.0,Full-time,0.0,Student (Specialist),Українська;English,6,2,university,2010,2008,0,34.0,2
female,0,1.0,19.0,2011.0,Distance Learning,0.0,Alumnus (Specialist),Українська;Беларуская,0,0,university,False,False,0,37.0,2
female,1,1.0,224.0,2016.0,Distance Learning,0.0,Alumnus (Specialist),Українська,1,6,university,False,False,1,37.0,1
male,0,1.0,86.0,2012.0,Full-time,0.0,Alumnus (Specialist),False,0,2,university,False,False,0,36.0,1
male,1,1.0,84.0,0.0,Full-time,6.0,Student (Bachelor's),Українська,False,False,university,False,False,0,37.0,1
male,0,1.0,183.0,2013.0,Distance Learning,1.0,Student (Specialist),Українська,0,0,university,False,False,0,35.0,1
male,0,1.0,123.0,2012.0,Distance Learning,4.0,Student (Bachelor's),Українська,0,0,work,2007,False,0,40.0,1
male,0,1.0,37.0,2010.0,Distance Learning,1.0,Alumnus (Specialist),Українська,0,0,university,2005,2015,0,41.0,1
male,0,1.0,200.0,0.0,Full-time,4.0,Undergraduate applicant,Українська,0,0,university,False,False,0,37.0,1
male,1,1.0,7.0,1994.0,Full-time,0.0,Candidate of Sciences,Українська,False,False,work,2006,False,0,37.0,1
male,0,1.0,13195.0,2013.0,Part-time,1.0,PhD,Українська,1,1,university,2011,2011,0,37.0,1
male,1,1.0,191.0,2011.0,Part-time,4.0,Student (Specialist),Українська,0,0,university,False,False,0,37.0,1
male,0,1.0,169.0,2009.0,Full-time,0.0,Alumnus (Bachelor's),Українська,6,2,work,2007,False,0,37.0,1
male,1,1.0,234.0,2011.0,Distance Learning,8.0,PhD,False,0,0,work,2008,2009,0,37.0,1
female,0,1.0,236.0,2009.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,work,False,False,1,38.0,1
male,1,1.0,341.0,2012.0,,4.0,Alumnus (Bachelor's),Українська,1,2,university,False,False,1,39.0,1
male,0,1.0,230.0,2014.0,Part-time,1.0,Alumnus (Bachelor's),Українська,0,0,work,2011,False,0,37.0,1
female,1,1.0,200.0,2012.0,Distance Learning,4.0,Student (Specialist),Українська,False,False,work,2007,False,1,38.0,1
female,1,1.0,409.0,0.0,,0.0,Student (Specialist),Українська,0,0,work,False,False,1,37.0,1
female,1,1.0,65.0,2014.0,Full-time,4.0,Alumnus (Specialist),Українська;English;汉语,0,0,university,False,False,1,34.0,3
male,0,1.0,784.0,2010.0,Full-time,6.0,Alumnus (Specialist),Italiano,1,2,work,2010,False,0,37.0,1
female,1,1.0,373.0,2005.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,37.0,1
male,0,1.0,69.0,0.0,Full-time,0.0,Student (Bachelor's),Українська;English;Latviešu,0,0,university,False,False,1,37.0,3
male,0,1.0,87.0,2009.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,work,2009,False,0,39.0,1
female,0,1.0,238.0,0.0,Full-time,1.0,Student (Bachelor's),Українська,6,0,university,False,False,1,37.0,1
male,1,1.0,11.0,1996.0,Full-time,6.0,Alumnus (Bachelor's),False,False,False,university,False,False,0,37.0,1
male,0,1.0,148.0,2008.0,Distance Learning,1.0,Alumnus (Specialist),Українська;English;Français;Deutsch;Polski,2,2,work,2007,False,0,37.0,5
female,0,1.0,264.0,1989.0,Full-time,4.0,Alumnus (Master's),Українська,0,0,university,False,False,1,37.0,1
female,1,1.0,70.0,0.0,Full-time,0.0,Alumnus (Specialist),Українська;English,1,6,university,False,False,1,37.0,2
female,1,1.0,298.0,0.0,Full-time,6.0,Student (Master's),English,0,0,university,False,False,1,37.0,1
female,1,1.0,1735.0,2011.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,0,1.0,573.0,2014.0,Full-time,5.0,PhD,Українська,False,6,work,1992,False,0,33.0,1
male,0,1.0,156.0,2009.0,Full-time,1.0,Alumnus (Specialist),Українська,1,2,work,2016,2016,0,38.0,1
female,0,1.0,114.0,0.0,Full-time,0.0,Alumnus (Specialist),Українська;Français;Italiano;English,6,6,work,2011,False,1,37.0,4
male,1,1.0,167.0,0.0,Full-time,0.0,Student (Specialist),Українська,3,2,university,2019,2019,0,28.0,1
male,0,1.0,43.0,0.0,Full-time,7.0,Student (Master's),Українська,0,0,work,2011,False,1,37.0,1
female,0,1.0,261.0,2008.0,Distance Learning,1.0,Alumnus (Specialist),Українська,1,1,university,2001,2011,1,44.0,1
male,0,1.0,41.0,0.0,Part-time,7.0,Student (Specialist),Українська,5,1,work,2014,2013,0,37.0,1
male,1,1.0,1610.0,2003.0,Full-time,0.0,Alumnus (Specialist),Українська;English,0,0,work,2006,False,1,37.0,2
male,1,1.0,199.0,0.0,Distance Learning,0.0,Student (Bachelor's),Українська;English,1,2,university,False,False,0,37.0,2
male,1,1.0,250.0,2010.0,Full-time,1.0,Student (Bachelor's),Українська;Русский;English;Français;Română;Lingua Latina,7,1,university,2009,2011,0,37.0,6
female,1,1.0,131.0,2016.0,Distance Learning,4.0,Student (Specialist),Українська,False,False,university,False,False,0,44.0,1
male,0,1.0,219.0,2013.0,Part-time,1.0,Student (Bachelor's),Українська;English,0,2,university,False,False,0,39.0,2
female,1,1.0,283.0,2012.0,Full-time,4.0,Alumnus (Bachelor's),Українська,False,False,university,2012,2014,1,34.0,1
male,0,1.0,384.0,2012.0,Full-time,1.0,Student (Specialist),Українська,1,0,university,False,False,0,33.0,1
male,0,1.0,88.0,2016.0,Distance Learning,0.0,Student (Bachelor's),Українська,5,5,university,False,False,0,35.0,1
female,1,1.0,257.0,2010.0,Full-time,4.0,Alumnus (Bachelor's),Українська;Русский;English;Deutsch,False,False,university,False,False,1,37.0,4
male,0,1.0,326.0,2009.0,Distance Learning,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,45.0,1
male,0,1.0,50.0,1945.0,Part-time,1.0,PhD,Українська,0,0,,2005,2008,1,39.0,1
male,1,1.0,41.0,2009.0,Full-time,0.0,Alumnus (Specialist),False,False,False,,False,False,0,37.0,1
male,1,1.0,93.0,2016.0,Full-time,2.0,Student (Master's),Українська;English;汉语,1,6,work,2016,False,1,37.0,3
male,0,1.0,102.0,2014.0,,0.0,Alumnus (Bachelor's),Українська;English;Русский,1,1,university,False,False,0,34.0,3
female,0,1.0,88.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,40.0,1
male,0,1.0,281.0,2008.0,Distance Learning,2.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
female,0,1.0,1268.0,2007.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,40.0,1
male,0,1.0,1897.0,2014.0,Distance Learning,4.0,Alumnus (Specialist),Українська;English;Deutsch;Українська,1,2,work,2013,False,0,38.0,4
female,1,1.0,288.0,2010.0,Distance Learning,0.0,Alumnus (Specialist),False,6,2,university,False,False,1,37.0,1
male,1,1.0,197.0,2009.0,Full-time,4.0,Student (Specialist),Українська,0,0,work,2009,False,0,38.0,1
male,1,1.0,189.0,2011.0,Distance Learning,6.0,Student (Bachelor's),Українська,1,2,university,False,False,1,37.0,1
female,0,1.0,298.0,2012.0,Full-time,0.0,Alumnus (Master's),Українська,1,2,work,False,False,1,37.0,1
male,1,1.0,136.0,2010.0,Full-time,0.0,Student (Specialist),Українська,0,0,university,False,False,0,37.0,1
female,0,1.0,3631.0,2003.0,Part-time,0.0,Alumnus (Specialist),Українська,2,5,work,2004,False,1,43.0,1
male,1,1.0,77.0,0.0,Distance Learning,4.0,Student (Specialist),Українська;Татарча;Башҡортса;English,1,0,work,False,False,0,37.0,4
female,1,1.0,2642.0,2009.0,Full-time,0.0,Alumnus (Specialist),Українська;English;Français;Українська,0,0,university,False,False,1,38.0,4
female,0,1.0,1537.0,2018.0,Full-time,1.0,Student (Specialist),Українська;Русский;English;Lingua Latina,1,6,university,2015,2020,1,37.0,4
female,0,1.0,137.0,2015.0,Full-time,0.0,Alumnus (Bachelor's),Українська;English;Deutsch;Српски,False,False,university,False,False,1,32.0,4
female,1,1.0,368.0,2001.0,Full-time,0.0,Student (Bachelor's),Українська,1,2,,False,False,1,37.0,1
male,1,1.0,71.0,2012.0,Full-time,0.0,Alumnus (Bachelor's),False,0,0,university,False,False,0,35.0,1
male,1,1.0,36.0,0.0,Distance Learning,0.0,Undergraduate applicant,False,False,False,university,False,False,0,37.0,1
male,1,1.0,99.0,2016.0,Full-time,4.0,Student (Specialist),Українська,0,0,university,False,False,1,37.0,1
female,0,1.0,270.0,0.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,0,1.0,240.0,2024.0,Full-time,0.0,Student (Bachelor's),Українська;English,1,6,university,2003,2017,0,37.0,2
male,1,1.0,111.0,2012.0,Full-time,7.0,Undergraduate applicant,Українська,False,False,university,False,False,0,36.0,1
female,0,1.0,545.0,2005.0,Full-time,4.0,Alumnus (Master's),False,0,0,university,False,False,1,37.0,1
male,0,1.0,55.0,0.0,,4.0,Alumnus (Specialist),Українська,0,0,,False,False,0,37.0,1
male,0,1.0,60.0,2009.0,Full-time,4.0,PhD,False,6,6,work,2004,False,0,37.0,1
male,0,1.0,27.0,2007.0,Distance Learning,1.0,Student (Specialist),False,False,False,work,2001,2007,0,44.0,1
male,1,1.0,169.0,1945.0,Full-time,4.0,Student (Specialist),Українська,0,0,university,False,False,0,37.0,1
female,0,1.0,190.0,2008.0,Full-time,0.0,Alumnus (Bachelor's),False,False,False,university,False,False,1,38.0,1
female,1,1.0,117.0,0.0,Full-time,4.0,Alumnus (Specialist),False,False,False,university,False,False,1,44.0,1
female,0,1.0,208.0,2000.0,Full-time,4.0,Alumnus (Specialist),Українська,1,6,work,2020,False,1,37.0,1
female,0,1.0,1081.0,2018.0,,0.0,Alumnus (Master's),False,False,False,university,False,False,1,33.0,1
female,0,1.0,498.0,2009.0,Full-time,4.0,Alumnus (Specialist),Українська;Татарча,1,2,university,2012,2014,1,37.0,2
male,0,1.0,239.0,0.0,,6.0,Alumnus (Bachelor's),False,5,2,work,2016,False,1,37.0,1
female,0,1.0,1017.0,2011.0,Full-time,1.0,Alumnus (Specialist),Українська,6,2,work,2017,False,1,37.0,1
female,0,1.0,346.0,2010.0,Part-time,0.0,Alumnus (Specialist),Українська,0,0,work,False,False,1,37.0,1
female,1,1.0,689.0,2013.0,Full-time,0.0,Undergraduate applicant,Українська;Gagauz dili,0,6,university,False,False,1,35.0,2
female,0,1.0,153.0,2006.0,Full-time,4.0,Alumnus (Specialist),Українська;English,0,6,university,2007,2018,1,41.0,2
male,0,1.0,572.0,2015.0,Full-time,0.0,Student (Specialist),Українська;English;Español,0,0,university,False,False,1,33.0,3
female,0,1.0,154.0,2019.0,Full-time,0.0,Alumnus (Bachelor's),Українська;English;汉语;Español,6,1,university,False,False,1,28.0,4
female,0,1.0,129.0,2007.0,Full-time,0.0,Alumnus (Master's),Українська,False,False,university,False,False,1,37.0,1
male,1,1.0,1059.0,2012.0,Distance Learning,1.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,41.0,1
male,0,1.0,73.0,2004.0,Full-time,0.0,Alumnus (Specialist),Українська;Русский;English,6,2,university,False,False,1,37.0,3
female,0,1.0,11.0,2017.0,,0.0,Alumnus (Bachelor's),False,0,0,university,False,False,1,37.0,1
female,0,1.0,417.0,2013.0,Distance Learning,0.0,Student (Specialist),Українська,False,False,work,2012,False,1,37.0,1
female,1,1.0,464.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська;English;Français,0,2,university,2009,2016,1,39.0,3
female,0,1.0,101.0,2011.0,Full-time,0.0,Alumnus (Specialist),False,0,0,university,False,False,1,37.0,1
male,0,0.0,51.0,2000.0,Full-time,1.0,Alumnus (Specialist),False,False,False,work,2004,False,0,48.0,1
female,1,1.0,864.0,2016.0,Full-time,4.0,Student (Bachelor's),Українська;English;Татарча,1,2,university,False,False,1,37.0,3
female,1,1.0,95.0,0.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
male,0,1.0,33.0,0.0,Full-time,1.0,Student (Bachelor's),Українська,False,False,university,False,False,0,26.0,1
female,1,1.0,409.0,2015.0,Full-time,0.0,Student (Bachelor's),Українська,0,0,work,2015,False,1,37.0,1
male,1,1.0,190.0,2006.0,Full-time,4.0,Alumnus (Specialist),Українська,1,2,university,2010,2013,0,38.0,1
male,1,1.0,101.0,2008.0,Full-time,2.0,Alumnus (Specialist),False,False,False,university,False,False,0,39.0,1
male,1,1.0,329.0,2012.0,Full-time,4.0,Student (Specialist),Українська,5,5,university,2005,2015,0,35.0,1
male,0,1.0,31.0,1983.0,Full-time,4.0,Alumnus (Specialist),False,6,6,university,False,False,0,37.0,1
female,0,1.0,946.0,2014.0,Full-time,4.0,Student (Specialist),Українська;English;Русский,1,5,work,False,False,1,33.0,3
male,1,1.0,95.0,2016.0,Distance Learning,4.0,Undergraduate applicant,Українська,0,2,university,False,False,0,37.0,1
male,0,1.0,96.0,2016.0,Full-time,4.0,Student (Specialist),Українська,0,0,university,False,False,0,37.0,1
male,0,1.0,85.0,2007.0,Full-time,4.0,Student (Specialist),Українська,False,False,university,2014,2017,1,36.0,1
male,0,1.0,118.0,2012.0,Full-time,6.0,Alumnus (Master's),Українська,0,6,university,False,False,0,36.0,1
male,1,1.0,69.0,2003.0,Part-time,4.0,Alumnus (Specialist),Українська,0,0,work,2004,False,0,47.0,1
female,0,1.0,102.0,2003.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,46.0,1
male,0,1.0,104.0,0.0,Full-time,0.0,Student (Specialist),Українська,1,2,university,False,False,0,41.0,1
male,1,1.0,445.0,2010.0,Full-time,4.0,Student (Bachelor's),Українська,0,0,university,False,False,0,36.0,1
female,1,1.0,221.0,2005.0,Distance Learning,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,37.0,1
female,0,1.0,623.0,2015.0,Full-time,2.0,Alumnus (Bachelor's),Українська;English;Français,6,2,university,False,False,1,31.0,3
male,0,1.0,4899.0,2010.0,Full-time,4.0,PhD,Українська;English;Italiano;Українська,0,0,university,False,False,0,37.0,4
male,1,1.0,403.0,2012.0,Part-time,4.0,Student (Specialist),Українська,1,3,work,2007,False,0,36.0,1
male,1,1.0,23.0,2007.0,Distance Learning,4.0,Alumnus (Specialist),Українська,0,0,work,1996,False,1,37.0,1
male,1,1.0,97.0,2002.0,Distance Learning,4.0,Alumnus (Bachelor's),Українська,0,0,university,False,False,0,46.0,1
male,1,1.0,857.0,2005.0,Distance Learning,0.0,Student (Bachelor's),Українська,0,0,university,False,False,0,37.0,1
female,0,1.0,1356.0,2008.0,,0.0,Alumnus (Specialist),Українська;English;Français,0,0,university,False,False,1,39.0,3
male,0,1.0,90.0,2017.0,Distance Learning,4.0,Student (Specialist),Українська,0,0,work,2004,False,0,39.0,1
male,1,1.0,84.0,2010.0,Full-time,4.0,Student (Specialist),English,0,0,university,False,False,0,37.0,1
female,0,1.0,564.0,2013.0,Full-time,4.0,Student (Specialist),Українська,0,0,university,False,False,1,34.0,1
male,1,1.0,198.0,2011.0,Part-time,0.0,PhD,Українська,0,0,university,False,False,0,37.0,1
female,1,1.0,653.0,2009.0,Full-time,1.0,Alumnus (Specialist),Українська,6,0,work,2009,False,1,39.0,1
male,0,1.0,148.0,2011.0,Full-time,4.0,Student (Specialist),Українська,False,False,work,2009,False,0,37.0,1
male,1,1.0,1186.0,0.0,Distance Learning,0.0,Student (Specialist),Українська,0,0,university,False,False,0,37.0,1
female,1,1.0,369.0,0.0,,4.0,Student (Specialist),Українська,0,0,university,False,False,1,33.0,1
female,0,1.0,1415.0,0.0,Full-time,0.0,Alumnus (Specialist),Українська;English;Italiano,6,0,university,False,False,1,37.0,3
male,1,1.0,129.0,0.0,Part-time,4.0,PhD,False,6,6,university,False,False,0,35.0,1
female,0,1.0,403.0,2007.0,Full-time,8.0,Alumnus (Specialist),Українська;English,6,1,university,False,False,1,41.0,2
female,1,1.0,1416.0,2011.0,Full-time,0.0,Alumnus (Master's),False,0,5,work,2014,False,1,37.0,1
female,0,1.0,201.0,2002.0,Distance Learning,4.0,Alumnus (Bachelor's),Українська,False,False,university,False,False,1,37.0,1
female,0,1.0,146.0,2009.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,0,1.0,54.0,2009.0,Distance Learning,4.0,Alumnus (Specialist),Українська,6,2,university,False,False,0,37.0,1
male,0,1.0,170.0,2014.0,Full-time,0.0,Student (Specialist),English;Українська,6,2,work,2018,False,0,31.0,2
female,0,1.0,179.0,2015.0,Full-time,0.0,Student (Specialist),Беларуская (тарашкевiца),False,False,university,False,False,1,37.0,1
male,1,1.0,378.0,2012.0,Full-time,4.0,Student (Specialist),Українська,0,0,university,False,False,0,35.0,1
male,0,1.0,553.0,2016.0,Full-time,1.0,Undergraduate applicant,Українська,False,False,university,2004,2009,1,37.0,1
female,1,1.0,878.0,2014.0,Distance Learning,1.0,Alumnus (Bachelor's),Українська;Русский,6,6,university,2015,False,1,37.0,2
female,1,1.0,877.0,2005.0,Full-time,4.0,Alumnus (Specialist),False,0,0,university,False,False,1,37.0,1
male,0,1.0,419.0,2009.0,Full-time,0.0,Student (Specialist),Українська,1,2,work,2011,False,0,38.0,1
female,0,1.0,329.0,1997.0,Full-time,4.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
male,0,1.0,131.0,2011.0,Full-time,4.0,Alumnus (Specialist),Українська,1,1,university,False,False,0,37.0,1
male,1,1.0,101.0,0.0,Part-time,4.0,Alumnus (Master's),Українська,1,False,work,2003,False,1,51.0,1
female,0,1.0,1144.0,2008.0,Full-time,4.0,Alumnus (Bachelor's),Українська;English;Čeština;Español,0,0,work,2002,False,1,37.0,4
female,1,1.0,226.0,2016.0,,1.0,Student (Bachelor's),Українська;Deutsch,6,0,university,False,2018,1,37.0,2
male,0,1.0,166.0,2011.0,Full-time,4.0,Student (Master's),Українська,False,False,university,False,False,0,38.0,1
male,0,1.0,245.0,2015.0,Distance Learning,4.0,Alumnus (Specialist),Українська,1,0,work,2015,False,0,35.0,1
female,1,1.0,420.0,2021.0,Distance Learning,1.0,Student (Bachelor's),Українська,6,2,university,2011,2017,1,33.0,1
male,0,1.0,1552.0,0.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,1,1.0,225.0,2018.0,Full-time,0.0,Student (Bachelor's),Українська,1,2,work,2020,False,0,37.0,1
male,0,1.0,47.0,2013.0,Full-time,0.0,Student (Specialist),Українська,6,1,work,2008,False,0,35.0,1
male,1,1.0,137.0,2009.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,38.0,1
female,0,1.0,105.0,2007.0,Full-time,0.0,Alumnus (Specialist),Українська;English;Italiano;Deutsch,0,0,university,False,False,1,40.0,4
male,0,1.0,139.0,2010.0,Full-time,7.0,Alumnus (Bachelor's),False,6,6,work,2017,False,1,37.0,1
female,1,1.0,52.0,2003.0,Full-time,4.0,Student (Specialist),False,False,False,work,2002,False,1,37.0,1
male,0,1.0,1434.0,2011.0,Full-time,0.0,Alumnus (Specialist),Українська,6,1,work,2011,False,0,37.0,1
female,1,1.0,51.0,2017.0,Full-time,0.0,Alumnus (Bachelor's),False,0,0,work,False,False,1,30.0,1
male,1,1.0,235.0,2015.0,Full-time,4.0,Student (Bachelor's),Українська;English,5,2,work,2016,False,0,34.0,2
female,1,1.0,470.0,2015.0,Full-time,7.0,Student (Bachelor's),Українська,6,6,university,False,False,1,32.0,1
male,0,1.0,157.0,2019.0,Full-time,4.0,Student (Specialist),Українська;English;Русский,0,0,work,2012,False,1,31.0,3
female,0,1.0,186.0,2011.0,Full-time,0.0,Alumnus (Specialist),False,False,False,work,2013,False,1,37.0,1
male,0,1.0,154.0,2008.0,Full-time,4.0,Alumnus (Specialist),False,0,0,university,False,False,0,42.0,1
male,0,1.0,57.0,2010.0,Full-time,4.0,Alumnus (Specialist),False,0,0,work,2017,2017,0,37.0,1
female,1,1.0,685.0,2010.0,Full-time,2.0,Alumnus (Specialist),False,6,2,university,False,False,1,37.0,1
female,1,1.0,365.0,2017.0,Full-time,0.0,Student (Bachelor's),Українська,0,0,work,2016,False,1,37.0,1
male,1,1.0,163.0,0.0,Full-time,0.0,Alumnus (Bachelor's),Українська;English;Français,0,0,university,False,False,1,37.0,3
female,0,1.0,326.0,2017.0,Full-time,0.0,Alumnus (Bachelor's),Українська;English,0,0,work,2019,False,1,29.0,2
female,1,1.0,129.0,2015.0,Full-time,0.0,Student (Bachelor's),Українська;English,0,0,university,False,False,1,37.0,2
male,0,1.0,340.0,2010.0,Full-time,1.0,Alumnus (Bachelor's),Українська,0,0,work,2007,False,0,37.0,1
male,0,1.0,15.0,2015.0,,4.0,Alumnus (Specialist),Українська,0,6,work,False,False,0,37.0,1
female,1,1.0,401.0,2011.0,Full-time,4.0,Student (Specialist),Українська;English,0,0,university,False,False,1,37.0,2
female,0,1.0,77.0,2009.0,Full-time,4.0,Student (Specialist),Українська,False,False,work,2009,False,0,38.0,1
male,1,1.0,3.0,1998.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,37.0,1
male,1,1.0,239.0,1997.0,Full-time,0.0,Alumnus (Specialist),Українська,7,0,university,2003,2000,1,50.0,1
male,1,1.0,220.0,2011.0,Full-time,1.0,PhD,Українська,0,0,work,2012,False,0,36.0,1
male,1,1.0,60.0,2009.0,Full-time,4.0,Student (Specialist),Українська,0,0,,False,False,0,37.0,1
female,0,1.0,345.0,2016.0,Full-time,0.0,Alumnus (Bachelor's),False,6,5,university,False,False,1,37.0,1
female,0,1.0,311.0,2013.0,Distance Learning,0.0,Student (Specialist),False,0,0,university,False,False,1,37.0,1
female,0,1.0,335.0,2022.0,Full-time,0.0,Student (Bachelor's),Українська;English;Italiano,7,6,university,False,False,1,37.0,3
male,1,1.0,134.0,2015.0,Full-time,4.0,Alumnus (Specialist),Українська,5,0,university,2015,2020,0,32.0,1
female,0,1.0,324.0,0.0,,0.0,Alumnus (Specialist),False,0,0,university,2003,False,1,37.0,1
male,0,1.0,3.0,0.0,Part-time,6.0,PhD,Українська,False,False,work,2007,False,0,37.0,1
male,0,1.0,1.0,1987.0,Full-time,1.0,Alumnus (Master's),Українська,0,0,university,1987,1993,0,60.0,1
male,1,1.0,509.0,2012.0,Full-time,1.0,Student (Bachelor's),False,0,0,work,2019,False,1,37.0,1
female,0,1.0,1574.0,2012.0,Full-time,4.0,Student (Specialist),Українська,False,False,work,2012,False,1,35.0,1
female,0,1.0,223.0,2011.0,Full-time,1.0,Student (Specialist),False,0,0,university,False,False,1,36.0,1
male,1,1.0,38.0,2008.0,Full-time,4.0,Alumnus (Specialist),False,False,False,university,False,False,0,42.0,1
male,0,1.0,53.0,2007.0,Full-time,0.0,Alumnus (Specialist),Українська,1,False,work,False,False,0,37.0,1
male,1,1.0,197.0,2013.0,Distance Learning,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,37.0,1
male,0,1.0,262.0,2011.0,Part-time,4.0,Alumnus (Specialist),False,0,0,university,False,False,1,39.0,1
female,0,1.0,617.0,2016.0,Full-time,0.0,Alumnus (Bachelor's),Українська,0,0,university,False,False,1,37.0,1
male,0,1.0,255.0,0.0,Full-time,0.0,PhD,Українська,6,6,university,False,False,1,33.0,1
male,0,1.0,1422.0,2010.0,Full-time,0.0,Alumnus (Specialist),False,0,0,university,2017,2021,0,38.0,1
male,0,1.0,99.0,2011.0,Full-time,0.0,Alumnus (Bachelor's),False,1,4,work,False,False,0,35.0,1
female,1,1.0,503.0,0.0,Full-time,0.0,Alumnus (Bachelor's),Українська;English,0,0,university,False,False,1,37.0,2
male,1,1.0,370.0,2009.0,Full-time,7.0,Student (Specialist),Українська,False,False,work,2015,False,1,36.0,1
female,0,1.0,3649.0,2014.0,Distance Learning,0.0,Alumnus (Specialist),Українська,0,0,work,2011,False,1,37.0,1
male,1,1.0,161.0,2009.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,work,False,False,0,40.0,1
male,1,1.0,126.0,0.0,Distance Learning,4.0,Student (Specialist),Українська,1,2,university,False,False,0,37.0,1
male,0,1.0,53.0,2011.0,Full-time,5.0,Alumnus (Specialist),Українська;English,5,2,work,2008,False,0,37.0,2
female,0,1.0,199.0,2014.0,Full-time,0.0,Alumnus (Bachelor's),Беларуская;Українська,0,0,university,False,False,1,33.0,2
female,1,1.0,505.0,2012.0,Full-time,4.0,Alumnus (Specialist),Українська;English,1,2,work,2012,False,1,37.0,2
